"car_name","make","year","car_type","stock_class","stock_pi","drivetrain_stock","recommended_preset","primary_roles","upgrade_order","required_adjustable_parts","optional_parts","avoid","tune_sections","data_needed_for_exact_tune","risk_flags","ai_notes","confidence"
"2015 Audi RS 6 Avant","Audi","2015","Modern Super Saloons","A","640","AWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2015 Audi S1","Audi","2015","Hot Hatch","B","527","AWD","road_low_class_momentum","low_class_momentum","weight reduction > final drive/transmission if bad > street tire only if needed > brakes if weak > mild power","final_drive_or_transmission;front/rear ARB if available","sport brakes;street tire","race slicks;heavy aero;huge engine swaps","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Keep PI efficient; do not destroy momentum with tire overspend","derived_from_car_archetype_and_build_preset"
"2016 Audi R8 V10 plus","Audi","2016","Modern Supercars","S1","731","AWD","road_high_grip","general_event_candidate","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2018 Audi RS 4 Avant","Audi","2018","Modern Super Saloons","A","637","AWD","weekly_allround_required","leaderboard_benchmark","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2020 Audi R8 V10 performance","Audi","2020","Modern Supercars","S1","738","AWD","road_high_grip","general_event_candidate","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2020 Audi RS 3 Sedan","Audi","2020","Modern Super Saloons","A","617","AWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2021 Audi RS 6 Avant","Audi","2021","Modern Super Saloons","A","650","AWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2021 Audi RS 7 Sportback","Audi","2021","Modern Super Saloons","A","655","AWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2021 Audi RS e-tron GT","Audi","2021","Modern Super Saloons","A","677","AWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2023 Audi R8 Coup̩ V10 GT RWD","Audi","2023","Modern Supercars","S1","769","","road_high_grip","general_event_candidate","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;drivetrain_missing_from_tunelab;check_dlc_or_addon_access","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"1965 Austin-Healey 3000 MkIII","Austin-Healey","1965","Classic Sports Cars","D","352","RWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"1993 Autozam AZ-1","Autozam","1993","Eclectic Domestics","D","342","RWD","road_low_class_momentum","leaderboard_benchmark;jdm_theme;low_class_momentum","weight reduction > final drive/transmission if bad > street tire only if needed > brakes if weak > mild power","final_drive_or_transmission;front/rear ARB if available","sport brakes;street tire","race slicks;heavy aero;huge engine swaps","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","Keep PI efficient; do not destroy momentum with tire overspend","derived_from_car_archetype_and_build_preset"
"2014 BAC Mono","BAC","2014","Track Toys","S1","766","RWD","road_high_grip","track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2016 Bentley Bentayga","Bentley","2016","Sports Utility Heroes","A","612","AWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;check_availability_currently","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
"2021 Bentley Continental GT Convertible","Bentley","2021","GT Cars","A","649","AWD","weekly_allround_required","general_event_candidate","hardest step tire choice > tuneable diff > suspension/ARB if handling task > weight > power for speed task > gearing only if needed","diff;suspension if tune requested","paint/livery theme;transmission","community tune as first answer;reward car for same championship","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","Build to clear all tasks in one car; label compromises","derived_from_car_archetype_and_build_preset"
